code,title,units,prerequisites,corequisites,grading,ge_area,availability,details,url
INFO 200,Topics and Applications in Critical Information Studies(opens in a new tab),,,,,,,INFO 200 - Topics and Applications in Critical Information Studies (opens in a new tab) Units: 3 ; Breadth Area: GE-4,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=187152
INFO 210,Introduction to Searching for and Evaluating Information(opens in a new tab),,,,,,,INFO 210 - Introduction to Searching for and Evaluating Information (opens in a new tab) Units: 1,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=187135
INFO 220,Information Literacy Skills(opens in a new tab),,,,,,,INFO 220 - Information Literacy Skills (opens in a new tab) Units: 1,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=187137
INFO 230,Argumentation and Information Literacy for Sustainability Topics(opens in a new tab),,,,,,,INFO 230 - Argumentation and Information Literacy for Sustainability Topics (opens in a new tab) Units: 3 ; Breadth Area: GE-1B; Second Composition; Sustainability Overlay,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=189867
INFO 240,Argumentation and Information Literacy for AI: Case Studies in the Ethics of AI Use(opens in a new tab),,,,,,,INFO 240 - Argumentation and Information Literacy for AI: Case Studies in the Ethics of AI Use (opens in a new tab) Units: 3 ; Breadth Area: GE-1B; Second Composition; Social Justice Overlay,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=190069
INFO 250,Introduction to Critical Information Studies(opens in a new tab),,,,,,,INFO 250 - Introduction to Critical Information Studies (opens in a new tab) Units: 3 ; Breadth Area: GE-4,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=189755
INFO 310W,Sustainability and Information Literacy(opens in a new tab),,,,,,,INFO 310W - Sustainability and Information Literacy (opens in a new tab) Units: 3 ; Breadth Area: GE-UD-4; Sustainability; UWR,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=189529
INFO 320,Through a New Looking Glass: Reading Children’s Literature Today(opens in a new tab),,,,,,,INFO 320 - Through a New Looking Glass: Reading Children’s Literature Today (opens in a new tab) Units: 3 ; Breadth Area: GE-UD-3; Diversity,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=189976
INFO 390,Scholarly Communication & Knowledge Creation(opens in a new tab),,,,,,,INFO 390 - Scholarly Communication & Knowledge Creation (opens in a new tab) Units: 3 ; Breadth Area: GE-UD-4; Social Justice,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=189756
INFO 401,"Creating Accessible Podcasts: Disability, Media Accessibility, and Information Literacy(opens in a new tab)",,,,,,,"INFO 401 - Creating Accessible Podcasts: Disability, Media Accessibility, and Information Literacy (opens in a new tab) Units: 3 ; Breadth Area: GE-UD-4; Diversity",https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=190058
INFO 420W,Critical Information Literacy and the Discourses of Reparations(opens in a new tab),,,,,,,INFO 420W - Critical Information Literacy and the Discourses of Reparations (opens in a new tab) Units: 3 ; Breadth Area: GE-UD-4; Social Justice; UWR,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=190059
ITM 300,Information Technology Management(opens in a new tab),,,,,,,ITM 300 - Information Technology Management (opens in a new tab) Units: 3,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=186895
ITM 330,Business Applications Programming(opens in a new tab),,,,,,,ITM 330 - Business Applications Programming (opens in a new tab) Units: 3,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=187828
ITM 331,Database Management and SQL(opens in a new tab),,,,,,,ITM 331 - Database Management and SQL (opens in a new tab) Units: 3,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=189811
ITM 332,Business Data Communications(opens in a new tab),,,,,,,ITM 332 - Business Data Communications (opens in a new tab) Units: 3,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=187937
ITM 336,Information Systems Development and Management(opens in a new tab),,,,,,,ITM 336 - Information Systems Development and Management (opens in a new tab) Units: 3,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=187938
ITM 338,Cloud Computing and Ecommerce(opens in a new tab),,,,,,,ITM 338 - Cloud Computing and Ecommerce (opens in a new tab) Units: 3,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=187939
ITM 398,Internship(opens in a new tab),,,,,,,ITM 398 - Internship (opens in a new tab) Units: 1-3,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=189009
ITM 440,Business Intelligence Systems(opens in a new tab),,,,,,,ITM 440 - Business Intelligence Systems (opens in a new tab) Units: 3,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=187940
ITM 441,Business Data Visualization and Reporting(opens in a new tab),,,,,,,ITM 441 - Business Data Visualization and Reporting (opens in a new tab) Units: 3 ; Breadth Area: Social Justice,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=189803
ITM 442,Healthcare Information Systems(opens in a new tab),,,,,,,ITM 442 - Healthcare Information Systems (opens in a new tab) Units: 3,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=187941
ITM 445,Blockchain and Smart Contract(opens in a new tab),,,,,,,ITM 445 - Blockchain and Smart Contract (opens in a new tab) Units: 3,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=189839
ITM 446,Information Security(opens in a new tab),,,,,,,ITM 446 - Information Security (opens in a new tab) Units: 3,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=187942
ITM 448,Information Systems Analytics(opens in a new tab),,,,,,,ITM 448 - Information Systems Analytics (opens in a new tab) Units: 3,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=187943
ITM 449,Advanced Topics in Information Technology(opens in a new tab),,,,,,,ITM 449 - Advanced Topics in Information Technology (opens in a new tab) Units: 3,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=187944
ITM 490,Independent Study(opens in a new tab),,,,,,,ITM 490 - Independent Study (opens in a new tab) Units: 1-4,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=189010
ITM 497,Issues in Information Technology Management(opens in a new tab),,,,,,,ITM 497 - Issues in Information Technology Management (opens in a new tab) Units: 3,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=189011
ITM 498,Internship(opens in a new tab),,,,,,,ITM 498 - Internship (opens in a new tab) Units: 1-3,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=189420
ITM 690,Independent Study(opens in a new tab),,,,,,,ITM 690 - Independent Study (opens in a new tab) Units: 1-4,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=189012
ITM 697,Issues in Information Technology Management(opens in a new tab),,,,,,,ITM 697 - Issues in Information Technology Management (opens in a new tab) Units: 3,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=189013
ITM 698,Internship(opens in a new tab),,,,,,,ITM 698 - Internship (opens in a new tab) Units: 1-3,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=189014
MM 601,Seminar in Interactive Art & Design(opens in a new tab),,,,,,,MM 601 - Seminar in Interactive Art & Design (opens in a new tab) Units: 3,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=186858
MM 602,Project and Story Development(opens in a new tab),,,,,,,MM 602 - Project and Story Development (opens in a new tab) Units: 3,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=186859
MM 621,Screen Based Interaction(opens in a new tab),,,,,,,MM 621 - Screen Based Interaction (opens in a new tab) Units: 3,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=187016
MM 622,Physical Prototyping(opens in a new tab),,,,,,,MM 622 - Physical Prototyping (opens in a new tab) Units: 3,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=187019
MM 630,Coding for Multimedia(opens in a new tab),,,,,,,MM 630 - Coding for Multimedia (opens in a new tab) Units: 3,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=187018
MM 632,Interaction Design(opens in a new tab),,,,,,,MM 632 - Interaction Design (opens in a new tab) Units: 3,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=188107
MM 640,Forum(opens in a new tab),,,,,,,MM 640 - Forum (opens in a new tab) Units: 1,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=187017
MM 665,Experiments in Interactivity(opens in a new tab),,,,,,,MM 665 - Experiments in Interactivity (opens in a new tab) Units: 3,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=187020
MM 666,Experiments in Art and Technology(opens in a new tab),,,,,,,MM 666 - Experiments in Art and Technology (opens in a new tab) Units: 3,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=187518
MM 667,Experiments in Storytelling(opens in a new tab),,,,,,,MM 667 - Experiments in Storytelling (opens in a new tab) Units: 3,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=187519
MM 680,Interactive Content Development(opens in a new tab),,,,,,,MM 680 - Interactive Content Development (opens in a new tab) Units: 3,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=187520
MM 682,Individual Multimedia Research and Practice(opens in a new tab),,,,,,,MM 682 - Individual Multimedia Research and Practice (opens in a new tab) Units: 3,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=188112
MM 690,Independent Study(opens in a new tab),,,,,,,MM 690 - Independent Study (opens in a new tab) Units: 1-3,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=188117
MM 693,Interaction Design Capstone Project(opens in a new tab),,,,,,,MM 693 - Interaction Design Capstone Project (opens in a new tab) Units: 4,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=187522
MM 694,Project Documentation(opens in a new tab),,,,,,,MM 694 - Project Documentation (opens in a new tab) Units: 1,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=187521
MM 698,Internship(opens in a new tab),,,,,,,MM 698 - Internship (opens in a new tab) Units: 1-6,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=187523
KIN 100,Beginning Activities: Badminton(opens in a new tab),,,,,,,KIN 100 - Beginning Activities: Badminton (opens in a new tab) Units: 1,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=188864
KIN 101,Beginning Activities: Basketball(opens in a new tab),,,,,,,KIN 101 - Beginning Activities: Basketball (opens in a new tab) Units: 1,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=188853
KIN 107,Beginning Activities: Swimming(opens in a new tab),,,,,,,KIN 107 - Beginning Activities: Swimming (opens in a new tab) Units: 1,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=188854
KIN 109,Beginning Activities: Volleyball(opens in a new tab),,,,,,,KIN 109 - Beginning Activities: Volleyball (opens in a new tab) Units: 1,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=188855
KIN 110,Beginning Activities: Circuit Training(opens in a new tab),,,,,,,KIN 110 - Beginning Activities: Circuit Training (opens in a new tab) Units: 1,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=188856
KIN 112,Beginning Activities: Fitness Training(opens in a new tab),,,,,,,KIN 112 - Beginning Activities: Fitness Training (opens in a new tab) Units: 1,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=188857
KIN 113,Beginning Activities: Judo(opens in a new tab),,,,,,,KIN 113 - Beginning Activities: Judo (opens in a new tab) Units: 1,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=188859
KIN 114,Beginning Activities: Weight Training(opens in a new tab),,,,,,,KIN 114 - Beginning Activities: Weight Training (opens in a new tab) Units: 1,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=188858
KIN 115,Beginning Activities: Hapkido Self Defense(opens in a new tab),,,,,,,KIN 115 - Beginning Activities: Hapkido Self Defense (opens in a new tab) Units: 1,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=188861
KIN 116,Beginning Activities: Taekwondo Karate(opens in a new tab),,,,,,,KIN 116 - Beginning Activities: Taekwondo Karate (opens in a new tab) Units: 1,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=188862
KIN 117,Beginning Activities: Soccer(opens in a new tab),,,,,,,KIN 117 - Beginning Activities: Soccer (opens in a new tab) Units: 1,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=188863
KIN 118,Beginning Activities: Self Defense - Women(opens in a new tab),,,,,,,KIN 118 - Beginning Activities: Self Defense - Women (opens in a new tab) Units: 1,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=188888
KIN 119,Beginning Activities: Brazilian Jiu Jitsu(opens in a new tab),,,,,,,KIN 119 - Beginning Activities: Brazilian Jiu Jitsu (opens in a new tab) Units: 1,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=188890
KIN 124,Beginning Activities: Tennis(opens in a new tab),,,,,,,KIN 124 - Beginning Activities: Tennis (opens in a new tab) Units: 1,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=188893
KIN 133,Beginning Activities: Relaxation(opens in a new tab),,,,,,,KIN 133 - Beginning Activities: Relaxation (opens in a new tab) Units: 1,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=188866
KIN 134,Beginning Activities: Yoga(opens in a new tab),,,,,,,KIN 134 - Beginning Activities: Yoga (opens in a new tab) Units: 1,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=188892
KIN 138,Beginning Activities: Aerobic Fitness - Kick Boxing(opens in a new tab),,,,,,,KIN 138 - Beginning Activities: Aerobic Fitness - Kick Boxing (opens in a new tab) Units: 1,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=188887
KIN 139,Beginning Activities: Spin(opens in a new tab),,,,,,,KIN 139 - Beginning Activities: Spin (opens in a new tab) Units: 1,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=188921
KIN 140,Beginning Activities: Water Aerobics(opens in a new tab),,,,,,,KIN 140 - Beginning Activities: Water Aerobics (opens in a new tab) Units: 1,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=188920
KIN 143,Beginning Activities: Pilates(opens in a new tab),,,,,,,KIN 143 - Beginning Activities: Pilates (opens in a new tab) Units: 1,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=188870
KIN 144,Beginning Activities: Boot Camp Fitness(opens in a new tab),,,,,,,KIN 144 - Beginning Activities: Boot Camp Fitness (opens in a new tab) Units: 1,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=188871
KIN 145,Beginning Activities: Firm and Tone(opens in a new tab),,,,,,,KIN 145 - Beginning Activities: Firm and Tone (opens in a new tab) Units: 1,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=188872
